Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,tenure,TotalCharges
0,69,1,0,0,3,228.2,70,62,13.19,10.7,71,4402
0,85,1,0,0,0,209.8,82,53,9.73,11.3,36,1908
1,24,1,0,0,2,265.6,86,63,10.44,11.1,14,882
0,90,1,0,0,2,214.9,97,47,5.89,11.8,69,3243
0,137,1,0,0,3,110.5,79,38,11.16,10.5,57,2166
0,92,0,1,2.03,0,281.1,88,85.3,9.9,7.5,46,3923.7999999999997
0,38,1,0,0,2,137.8,86,48,14.32,14.1,19,912
1,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2,47,4234.7
0,45,1,0,0,2,112.8,108,38,10.94,9,67,2546
0,73,1,0,0,1,187.3,118,53,11.99,15.1,66,3498
0,92,1,0,0,1,197,84,57,13.47,10.8,62,3534
0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4,10,647
1,68,0,0,0,1,148.5,126,44,10.97,14.5,42,1848
0,135,1,1,3.94,2,197.1,113,95.4,12.97,14.6,42,4006.8
0,100,1,1,4.29,1,153.7,115,80.9,6.89,15.9,28,2265.2000000000003
0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3,35,3307.5
0,108,1,0,0,1,246.2,102,60,10.12,9.4,57,3420
0,84,1,0,0,0,191,88,60,15.94,6.5,49,2940
0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6,50,3025
0,72,1,0,0,0,253,73,62,10.97,9.8,10,620
0,83,1,0,0,0,202.3,87,52,10.08,6.8,40,2080
0,137,1,0,0,0,174.4,120,43,7.82,10.2,25,1075
0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1,23,1603.1000000000001
0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3,64,4896
0,171,1,1,1.57,1,186.9,94,68.7,12,5.8,13,893.1
0,123,1,0,0,1,194,118,54,12.1,12.1,37,1998
0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9,9,458.09999999999997
0,156,1,0,0,1,123.7,96,30,5.15,13.1,40,1200
0,166,1,0,0,0,173.9,103,54,13.82,15.3,19,1026
0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4,13,955.5
1,75,1,0,0,2,314.6,102,68,8.49,5.7,12,816
0,83,1,0,0,1,227.9,78,57,10.38,12.1,1,57
0,243,1,0,0,2,95.5,92,31,8.19,6.6,38,1178
0,153,1,0,0,1,185.3,127,50,10.4,15.1,19,950
0,150,1,0,0.26,1,146.3,133,45.6,10.14,13.1,37,1687.2
0,92,1,1,3.43,2,184,99,72.3,3.82,12.7,23,1662.8999999999999
0,80,1,0,0,0,105.8,110,22,2.2,13.1,63,1386
0,134,1,0,0.31,1,178,110,47.1,7.69,11.7,27,1271.7
0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1,31,1962.3
0,147,1,0,0,2,209.4,104,47,6.63,11.3,22,1034
0,74,1,0,0,1,172.1,105,48,10.59,11.6,14,672
0,138,0,0,0,1,169.3,82,48,10.9,9.4,54,2592
0,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2,52,2558.4
0,64,1,0,0,2,194.2,147,48,8.67,5.5,44,2112
0,120,1,0,0,2,198.8,56,54,11.51,9.9,20,1080
1,121,0,0,0,3,167.7,94,37,4.69,13.4,8,296
0,88,1,0,0,2,202.2,86,53,10.84,11.8,2,106
1,87,1,0,0,2,322.5,106,73,10.23,9.4,14,1022
0,100,1,0,0.3,0,216.2,107,59,10.78,10.2,56,3304
0,104,1,0,0,3,76.4,116,23,5.78,9.4,66,1518
0,27,1,0,0,1,72.7,75,31,10.43,9.9,53,1643
0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7,67,5440.4000000000005
0,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1,56,3242.4
0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9,28,2606.7999999999997
0,88,1,1,4.35,1,219.5,78,100.5,11.11,16.1,64,6432
0,111,1,0,0,3,99.3,112,40,13.53,9,47,1880
0,77,1,0,0,5,239.2,114,54,7.5,10.3,19,1026
0,67,0,0,0,2,120.9,58,41,11.75,11.4,12,492
0,102,1,0,0,1,224.7,81,50,6.47,15.8,18,900
0,146,1,1,3.94,1,176.6,88,83.4,8.14,14.6,54,4503.6
0,144,1,1,2.7,1,283.9,98,92,9.6,10,43,3956
1,96,1,0,0,1,180.6,92,47,9.55,10.3,9,423
0,70,1,1,2.78,1,125.9,101,66.8,9.82,10.3,72,4809.5999999999995
0,149,1,0,0,0,237.6,79,57,9.62,9.1,41,2337
0,129,1,0,0,2,198.4,91,57,13.24,9.2,8,456
0,166,1,0,0,0,274.3,110,52,2.65,10.9,8,416
1,136,0,0,0,3,199.6,89,52,10.57,11,10,520
0,149,1,0,0,3,217.7,91,61,13.68,9.6,34,2074
0,70,1,0,0,3,134.7,96,43,11.8,7.6,48,2064
0,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7,20,1704
0,66,1,0,0,2,256.3,135,59,9.01,6.2,66,3894
0,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7,32,1430.4
0,160,1,0,0,1,176.2,90,47,9.8,9.2,48,2256
0,129,1,1,3.16,1,205,94,80.6,8.27,11.7,24,1934.3999999999999
1,93,1,0,0,3,267.9,114,65,11.15,11.3,11,715
0,169,1,0,0,2,179.2,111,46,8.76,9.9,5,230
0,58,1,0,0,1,149.4,145,43,9.83,14.9,19,817
0,75,1,1,3.54,3,163.6,132,76.4,7.34,13.1,63,4813.200000000001
0,45,1,0,0,1,207.6,71,49,7.64,12.4,52,2548
0,155,1,0,0,3,165.4,108,44,9.19,8.9,59,2596
0,52,1,0,0,4,209.8,114,51,8.57,9.9,42,2142
0,119,1,1,3,0,220.1,128,91,13.41,11.1,64,5824
0,86,1,0,0,1,141.3,72,38,7.72,8.2,5,190
0,42,1,0,0,0,196.5,89,54,12.07,4,42,2268
0,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4,17,877.2
0,123,1,0,0,0,105,150,40,12.58,14.9,58,2320
1,98,1,0,0,4,271.4,119,63,9.52,11.1,55,3465
0,149,1,1,2.94,1,206.7,79,79.4,8.73,10.9,22,1746.8000000000002
0,160,1,0,0.18,1,166.8,109,50.8,11.8,9.3,63,3200.3999999999996
0,103,1,0,0,5,204.9,107,47,6.76,10.4,69,3243
0,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1,15,1089
0,137,1,0,0,1,127,107,50,16.16,7.5,26,1300
0,129,0,0,0,1,267.4,78,63,10.21,5.9,33,2079
0,62,1,0,0,1,281,66,62,8.03,0,23,1426
0,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8,41,3972.9
0,32,1,0,0,1,171.2,82,45,9.28,10.2,12,540
0,86,1,0,0,3,124.1,82,39,10.13,6.7,18,702
0,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2,7,395.5
0,42,1,0,0,1,146.3,84,47,12.8,8,16,752
0,73,1,0,0,2,254.8,85,56,7.17,15,12,672
0,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4,44,3458.3999999999996
0,103,1,1,2.4,0,107.7,124,59,9.45,8.9,6,354
0,128,1,0,0,1,158.8,75,50,13.24,7.6,19,950
0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5,66,3583.7999999999997
0,103,1,0,0,0,198.5,112,38,2.13,12.4,72,2736
0,124,1,0,0,0,178.4,72,51,11.68,12,24,1224
0,87,1,0,0,1,110.9,91,33,7.93,6.2,21,693
1,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3,33,2679.6
0,167,0,0,0,2,244.8,91,47,3.04,10.7,25,1175
1,97,1,0,0,4,120.8,96,35,8.49,11.9,47,1645
0,106,1,0,0.25,2,165.3,118,48.5,10.5,8.5,28,1358
0,125,1,0,0,2,126.7,113,35,7.78,14.4,50,1750
0,108,1,1,4.19,0,215.9,106,95.9,10.03,15.5,46,4411.4000000000005
0,125,1,0,0.3,1,140.1,132,45,10.48,8,6,270
0,89,1,1,2.35,1,209.9,113,80.5,12.49,8.7,36,2898
0,72,0,1,1.49,0,139.8,114,50.9,6.91,5.5,21,1068.8999999999999
1,23,1,0,0,2,321.6,107,77,12.58,11.3,1,77
0,149,1,0,0,7,166.6,61,47,10.94,8.2,61,2867
0,73,1,0,0,0,214.2,90,54,9.84,5.9,1,54
1,61,1,0,0,1,260,123,63,10.53,9,1,63
1,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4,15,609
0,73,1,0,0,0,213,95,53,9.44,13.5,27,1431
0,118,1,1,4.56,1,118.1,83,75.6,5.48,16.9,18,1360.8
0,23,1,0,0,6,190.2,89,47,8.32,15,59,2773
0,127,1,1,1.38,0,82.2,95,41.8,8.17,5.1,33,1379.3999999999999
0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1,62,4023.8
1,118,1,0,0,5,267.8,145,73,15.82,14.4,43,3139
0,45,1,0,0,2,159.8,91,38,6.02,10.6,70,2660
0,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6,72,6523.2
1,179,1,0,0,0,287.3,123,74,14.4,10.5,16,1184
0,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5,56,1803.2000000000003
0,105,1,0,0,2,102.8,74,42,14.09,13.2,42,1764
0,72,1,0,0,0,109.1,97,29,5.79,8.3,8,232
0,52,1,0,0,1,215.9,67,56,10.85,5.2,60,3360
0,125,1,0,0,1,203.4,110,46,6.44,11,40,1840
0,143,1,0,0.29,1,110.1,113,36.9,8.45,9.2,39,1439.1
0,65,1,0,0,1,111,51,38,10.99,4.4,46,1748
0,80,1,0,0,1,239.9,121,53,7.12,9.3,47,2491
0,1,1,0,0,1,144.8,107,35,5.63,13.8,11,385
0,60,1,0,0,1,135.4,134,41,10.3,7.9,51,2091
0,43,1,0,0,1,84.2,134,22,4.04,10.8,50,1100
0,143,1,0,0,0,209.1,127,45,5.31,14,15,675
0,81,1,1,3.08,0,130.1,117,69.8,9.8,11.4,25,1745
0,205,1,1,2.11,2,175.8,139,65.1,7.75,7.8,3,195.29999999999998
0,24,1,0,0,1,241.9,104,54,7.26,6.6,42,2268
0,74,1,0,0,0,136.7,106,43,11.43,9.8,16,688
0,77,1,0,0,1,67.7,68,29,9.79,12,21,609
0,74,1,0,0,1,200.4,87,61,15.46,10,27,1647
1,74,0,0,0,1,125.8,103,40,10.39,14.1,31,1240
0,200,1,0,0,1,128.2,87,34,6.66,11.2,33,1122
0,86,1,0,0,4,226.3,88,58,11.15,13,58,3364
0,91,1,1,2.48,0,162.3,107,72.8,11.7,9.2,35,2548
0,76,1,0,0,2,224.4,121,51,7.4,6.7,69,3519
0,130,1,0,0,1,120.5,127,37,9.49,14.3,28,1036
0,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9,46,1573.2
0,117,1,0,0,0,168.8,137,50,12.07,15.5,48,2400
0,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5,37,2020.2
0,126,1,0,0,0,226.2,88,51,7.02,6.4,72,3672
0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,38,2055.8
1,81,1,1,2.48,4,167.9,147,69.8,9.54,9.2,21,1465.8
0,122,1,0,0,2,180,88,43,7.25,11.5,4,172
1,46,1,0,0,2,257.4,67,66,13.06,13.4,5,330
0,150,1,1,2.97,1,174.4,75,74.7,8.5,11,58,4332.6
0,99,1,0,0,1,159.7,83,41,7.77,8.4,12,492
0,87,1,0,0,1,237.2,124,60,11.13,11,28,1680
0,108,1,0,0,1,103,129,39,12.12,7.9,63,2457
0,101,1,0,0,4,153.8,89,47,11.7,11.6,42,1974
0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7,36,1843.2
0,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6,2,138.4
0,158,1,0,0,2,155.9,123,46,11.21,8.6,12,552
0,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3,45,3321
0,77,1,1,1.92,2,209.7,73,71.2,9.18,7.1,1,71.2
0,144,0,0,0.27,0,150,69,52.7,14.3,9.4,60,3162
0,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3,47,4192.4000000000005
0,58,1,0,0,2,165.4,100,38,5.79,12.8,49,1862
0,5,1,0,0,3,199.2,106,50,9.37,13.3,1,50
0,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2,61,4141.9000000000005
0,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7,31,1664.7
0,142,1,1,2.92,1,154,75,70.2,8.29,10.8,67,4703.4000000000005
0,9,1,1,3.59,1,193.8,130,86.9,10.13,13.3,4,347.6
0,73,1,0,0,0,175.4,130,51,12.41,12.2,25,1275
1,48,1,1,4.24,2,152,63,90.4,12.94,15.7,39,3525.6000000000004
0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2,71,4160.6
1,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5,35,3062.5
0,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8,21,1243.2
0,85,1,0,0,1,176.4,122,50,11.25,11.5,61,3050
0,59,1,0,0.28,3,160.9,95,51.8,12.56,5,29,1502.1999999999998
0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8,37,2068.2999999999997
0,137,1,0,0.26,0,144,90,42.6,9.08,12.3,68,2896.8
0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5,47,3416.9
1,129,1,0,0,0,334.3,118,74,9.61,10.4,8,592
0,104,1,0,0,0,130.5,77,34,6.56,13,64,2176
1,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,69,4754.1
1,63,1,0,0,4,278,102,70,13.32,13.1,4,280
0,161,1,0,0,0,105.4,70,37,10.74,7.8,10,370
0,50,1,0,0,3,188.9,94,50,10.2,11.6,58,2900
0,103,1,1,1.86,1,111.8,85,58.6,11.98,6.9,3,175.8
0,84,1,1,3.51,1,159.1,106,75.1,7.49,13,39,2928.8999999999996
0,92,1,0,0.29,1,212.4,105,58.9,11.23,9,38,2238.2
0,77,1,0,0,1,142.3,112,51,15.32,9.9,17,867
1,64,0,0,0,1,346.8,55,81,12.48,13.3,26,2106
0,159,1,1,3.19,1,113.9,102,63.9,7.27,11.8,20,1278
1,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3,42,3796.8
0,138,1,0,0.28,3,171.4,117,41.8,5.76,17,12,501.59999999999997
0,178,1,0,0,1,275.4,150,63,9.38,13.6,20,1260
0,38,1,1,1.05,0,197.2,118,65.5,12.5,3.9,28,1834
0,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9,62,4110.5999999999995
0,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7,3,149.39999999999998
0,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6,47,1677.9
0,147,1,1,2.81,3,251.5,107,91.1,11.71,10.4,12,1093.1999999999998
0,94,1,0,0,1,190.6,108,46,7.62,7.5,47,2162
0,179,1,0,0,0,116.1,101,37,10.09,11.6,35,1295
0,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,20,1166
0,59,1,0,0,0,179.4,80,51,11.63,14.7,10,510
0,165,1,0,0,0,207.7,109,50,8.24,7.9,63,3150
1,133,1,0,0,2,277.3,138,67,11.42,12.8,43,2881
0,140,1,0,0,1,125.3,84,36,8.38,8.4,65,2340
0,93,1,1,1.84,2,138.1,91,56.4,8.37,6.8,42,2368.7999999999997
0,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,58,4065.7999999999997
0,64,1,1,3.32,1,201.3,101,80.2,7.19,12.3,62,4972.4000000000005
0,12,0,0,0,2,216.7,117,47,5.83,9.8,35,1645
0,48,1,0,0,2,190.4,92,60,15.88,8.3,13,780
0,181,1,0,0,1,143.3,91,41,9.78,6,69,2829
0,168,1,1,3.08,2,97.4,57,64.8,10.18,11.4,57,3693.6
0,155,1,0,0,3,181.4,111,46,8.39,11.3,48,2208
0,105,1,0,0,0,246.4,83,64,12.81,3.8,14,896
0,11,1,0,0,2,143.4,130,49,14.47,9.7,33,1617
0,182,1,0,0.36,2,104.9,111,38.6,9.93,8,32,1235.2
0,104,1,0,0,1,156.2,93,43,9.65,13.1,1,43
0,102,1,0,0,0,114.8,125,27,4.1,12,32,864
0,122,1,0,0,0,232.5,96,57,10.28,11.9,43,2451
0,41,1,0,0,1,143.6,117,38,7.62,8.6,3,114
0,132,1,0,0,2,176.7,132,51,12.21,9.1,3,153
1,76,1,0,0,1,263.4,148,65,11.52,11.4,59,3835
0,13,1,0,0,1,146.4,74,38,7.43,11.3,51,1938
0,115,1,1,3.83,2,145,72,80.3,9.73,14.2,23,1846.8999999999999
0,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,54,2548.8
0,154,1,0,0,0,166.9,99,42,7.75,7.2,46,1932
0,100,1,0,0,2,142.5,87,41,9.79,7.8,33,1353
0,146,0,0,0,1,133,65,45,13.14,11.2,70,3150
0,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3,6,607.2
0,67,1,1,2.7,2,95,94,68,14.56,10,49,3332
1,161,0,0,0,1,194.2,106,55,12.47,12.9,8,440
0,70,1,0,0,1,222.8,114,57,10.8,0,9,513
0,116,1,0,0,0,201.8,82,54,11.58,16.5,36,1944
1,99,1,1,2.51,2,216,125,82.1,11.62,9.3,36,2955.6
0,87,1,0,0.29,1,146.3,108,42.9,8.59,5.3,15,643.5
0,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5,58,3201.6000000000004
0,70,1,0,0,2,198.6,111,52,10.7,10.6,7,364
0,131,1,0,0,2,94.4,80,35,10.76,13.1,29,1015
0,119,1,0,0.18,2,190.4,74,52.8,10.78,10,59,3115.2
0,119,1,1,3.24,3,142.6,77,74.4,10.41,12,17,1264.8000000000002
0,87,0,0,0,0,134.2,80,37,8.25,10.7,65,2405
1,112,1,0,0,5,111.9,92,29,5.7,14.1,58,1682
0,75,1,0,0,2,122.8,89,39,10.57,10.7,55,2145
0,150,1,0,0,4,189.3,77,51,11.05,9.2,72,3672
0,161,1,1,4.35,0,240.4,112,102.5,10.09,16.1,48,4920
0,91,0,1,2.67,0,93.5,112,58.7,9.17,9.9,47,2758.9
0,124,1,0,0,3,158.6,104,45,10.56,10.2,50,2250
0,94,0,0,0,4,243.2,109,54,7.35,7.2,2,108
0,217,1,0,0,4,176.4,115,44,7.94,9.3,26,1144
0,158,1,0,0.31,0,220.9,129,62.1,12.11,6.4,8,496.8
0,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1,32,1641.6
0,85,1,0,0,0,212.3,107,56,11.42,7.7,37,2072
0,79,1,0,0,1,147,72,40,8.29,8.4,56,2240
0,139,1,1,3.48,2,96.2,112,66.8,8.95,12.9,7,467.59999999999997
0,103,1,0,0,0,263.4,118,60,8.96,10.3,70,4200
0,98,0,0,0,1,12.5,67,24,12.83,7.7,30,720
0,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1,53,2443.3
0,50,1,0,0,1,183.6,107,37,2.93,8.7,48,1776
0,161,1,0,0,1,178.1,109,43,7.33,8.5,23,989
0,67,1,0,0,0,201.4,101,43,4.88,7,37,1591
0,86,1,1,3.59,1,123,158,68.9,6.7,13.3,1,68.9
0,92,1,0,0,0,208,125,53,9.95,8.6,22,1166
0,174,1,0,0.29,1,239.2,72,59.9,9.43,8.8,52,3114.7999999999997
0,124,1,0,0,1,193,97,41,4.49,15.3,51,2091
0,132,1,1,2.78,1,174.5,101,78.8,12.28,10.3,1,78.8
0,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,43,2567.1
0,101,1,0,0,1,93.8,127,29,7.5,10.7,12,348
0,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,29,2082.2
0,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,46,3942.2000000000003
0,117,1,1,3.19,0,216,140,87.9,11.21,11.8,64,5625.6
0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,1,50.2
0,124,1,0,0.21,0,167.4,119,51.1,11.66,10.3,49,2503.9
0,22,1,0,0,1,160.4,108,46,10.91,12.5,67,3082
0,75,1,0,0,1,143.2,92,43,10.46,11.9,61,2623
0,134,1,0,0,1,205.3,122,56,12.03,5,1,56
0,164,1,1,3.86,1,219.1,88,89.6,7.58,14.3,66,5913.5999999999995
0,44,1,0,0.32,1,143.2,77,42.2,8.49,7.6,64,2700.8
0,177,1,0,0,2,232.8,106,55,8.76,12.5,60,3300
0,110,1,0,0,0,162,81,49,12.38,8.9,13,637
0,53,1,1,1.76,1,25.9,119,39.6,10.33,6.5,43,1702.8
1,108,1,0,0,4,154.2,123,36,5.62,15.4,70,2520
1,80,1,0,0,0,322.3,113,74,11.1,6.7,38,2812
0,158,1,0,0,1,209.9,112,55,11.07,8.2,22,1210
0,114,1,0,0,0,191.5,88,48,8.76,0,71,3408
0,64,1,1,2.03,1,291.1,150,89.3,11.34,7.5,12,1071.6
0,88,1,0,0,3,215.6,115,56,10.81,11.8,54,3024
0,82,0,0,0,3,208.8,101,54,10.69,12.4,1,54
0,111,1,0,0,3,255.9,97,61,10.21,12.3,31,1891
0,60,1,0,0,2,252.7,97,62,11.06,12.4,35,2170
0,113,1,0,0,3,132.1,72,44,12.38,6.9,57,2508
0,109,1,0,0,1,217,115,55,10.35,8.2,40,2200
0,105,1,1,3.48,0,101.9,79,71.8,11.16,12.9,25,1795
0,85,1,0,0,2,211.5,100,52,9.23,13.3,37,1924
0,131,1,0,0.46,0,153.4,86,47.6,9.93,10.4,11,523.6
0,59,1,0,0.27,2,166.3,95,51.7,11.97,10,45,2326.5
0,148,1,0,0.45,1,185.2,87,50.5,8.52,9.5,47,2373.5
0,210,1,0,0.28,2,104.6,121,33.8,7.48,6.5,19,642.1999999999999
0,115,1,0,0,0,245.2,105,56,7.95,7.2,60,3360
0,106,1,0,0,1,274.4,120,64,9.93,6,25,1600
0,93,1,0,0,1,98.4,78,38,12.48,14.2,12,456
0,57,1,1,3.51,1,279.9,121,102.1,11.16,13,11,1123.1
0,98,1,0,0.41,1,187.2,127,53.1,9.78,5.1,43,2283.3
0,157,1,0,0,3,276.2,95,62,8.29,2.2,5,310
0,116,1,1,2.24,1,200.4,104,80.4,13.64,8.3,32,2572.8
0,30,1,0,0,2,162.3,96,49,12.2,9.1,53,2597
1,111,1,0,0,4,176.9,128,39,5.14,10.5,61,2379
0,52,1,0,0,0,165.5,78,46,10.28,12.2,37,1702
0,72,1,0,0,4,217.8,93,54,9.49,10.4,56,3024
1,135,1,1,3.48,2,201.4,100,90.8,12.33,12.9,19,1725.2
0,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,27,1409.4
0,98,1,1,3.46,3,179.9,97,81.6,9.46,12.8,27,2203.2
0,151,1,0,0,3,235.9,104,47,4.03,5.8,42,1974
0,118,1,0,0,0,140.4,112,40,9.36,7.9,66,2640
0,117,1,0,0.41,2,144.6,115,51.1,12.94,7.4,45,2299.5
0,55,1,0,0.23,0,189,100,45.3,5.93,17.1,27,1223.1
0,82,1,0,0,0,101,93,31,7.78,13.3,12,372
0,152,1,0,0,1,206.3,98,60,14.64,10.6,4,240
0,108,1,1,2.94,1,165.1,85,80.4,13.35,10.9,28,2251.2000000000003
1,98,1,0,0,1,165,129,46,10.13,12.5,71,3266
0,130,1,0,0,3,155.9,95,49,12.81,11.7,28,1372
0,136,0,0,0,1,199.2,122,53,10.74,11.8,10,530
0,47,1,0,0,3,155.3,116,43,9.41,12.3,65,2795
0,189,1,0,0,3,208.3,106,56,11.84,11.3,48,2688
0,107,1,0,0,1,157.1,79,41,8.13,12.1,41,1681
1,91,1,0,0,5,154.4,165,41,8.42,11.7,67,2747
1,159,1,0,0,1,189.1,105,54,12.31,10.4,65,3510
0,11,1,1,2.7,2,131.5,98,69,11.51,10,57,3933
0,167,1,0,0,1,166.4,85,49,12.16,9.9,71,3479
0,111,1,0,0.26,2,142.3,75,37.6,6.14,12.8,47,1767.2
0,99,1,1,1.97,2,87.7,103,53.7,11.15,7.3,9,483.3
0,159,1,1,4.56,0,184.1,78,93.6,9.73,16.9,2,187.2
0,114,0,1,3.32,2,174.5,104,82.2,11.21,12.3,59,4849.8
0,71,1,0,0,2,103.3,103,30,6.93,9,14,420
0,122,1,0,0,1,35.1,62,22,9.04,12.7,44,968
0,100,1,1,3.51,1,246.6,94,89.1,7.07,13,29,2583.8999999999996
0,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8,12,766.8
1,64,1,0,0,5,148.1,73,40,8.25,12.3,22,880
0,105,1,0,0,1,206.2,84,57,12.82,9,28,1596
0,144,1,1,3.29,2,251.6,87,92.9,9.88,12.2,43,3994.7000000000003
1,106,0,1,3.89,1,270.3,111,103.9,10.76,14.4,25,2597.5
0,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3,60,4590
0,46,1,0,0.42,1,139.4,81,47.2,11.19,13.6,9,424.8
0,127,1,0,0,2,220.2,108,54,9.42,11.7,27,1458
0,9,1,1,2.73,1,214.1,108,78.3,8.46,10.1,51,3993.2999999999997
0,157,1,0,0,1,196,74,52,10.67,7.9,54,2808
1,105,1,0,0,6,106.4,71,39,12.01,5.3,14,546
0,105,1,1,2.7,0,179.4,113,81,13.77,10,20,1620
0,155,1,0,0.39,2,216.7,30,53.9,7.22,10.8,23,1239.7
0,31,1,0,0,0,177.3,129,44,7.64,5.1,22,968
0,161,1,0,0,1,151.6,117,45,10.97,4,68,3060
0,95,1,1,2.86,0,262.2,123,87.6,8.26,10.6,5,438
0,122,1,0,0,3,173.6,110,38,4.59,9.7,20,760
0,37,0,0,0,2,106.6,76,31,7.37,9.6,30,930
1,132,1,0,0,5,193.3,106,44,6.42,11.6,62,2728
0,119,1,1,3.05,0,217.2,94,79.5,6.94,11.3,9,715.5
0,16,1,0,0,1,209.5,89,51,8.64,8.8,9,459
0,99,1,0,0,1,95.4,105,34,10.36,5.6,54,1836
0,76,1,1,2.19,1,214.6,110,75.9,10.26,8.1,45,3415.5000000000005
1,167,1,0,0,4,131.6,120,41,10.57,11.1,34,1394
0,129,1,0,0,1,168.4,117,48,10.86,11.8,31,1488
0,116,1,0,0.2,1,146.4,123,42,8.83,7.8,29,1218
0,60,0,0,0,1,183,110,49,10.34,11.1,27,1323
0,128,1,0,0,0,103.3,122,39,12.3,6.4,9,351
0,47,1,1,2.86,0,112.2,70,61.6,7.74,10.6,63,3880.8
0,40,0,0,0,3,170.7,55,45,8.96,8.2,28,1260
0,173,1,0,0,0,172.5,78,42,7.13,10.9,56,2352
0,157,1,1,1.92,1,194.3,107,73.2,12.16,7.1,15,1098
0,66,1,1,3.24,2,187.8,117,75.4,6.49,12,44,3317.6000000000004
0,50,0,1,2.16,0,307.1,94,98.6,14.47,8,58,5718.799999999999
0,72,1,0,0.42,3,118.2,106,39.2,8.36,12.2,15,588
0,130,1,0,0,1,154,95,44,10.3,12.9,16,704
0,143,1,0,0.2,1,155.5,101,47,10.67,7.6,12,564
0,89,0,0,0,1,125.6,108,40,10.65,5.4,44,1760
0,108,1,0,0,0,199.3,104,53,11.21,15.2,40,2120
0,32,1,0,0,1,157.9,88,43,9.04,12.8,4,172
0,166,1,0,0,2,203.4,81,49,8.39,9.2,53,2597
0,109,1,0,0,1,222.2,113,57,10.93,10.9,53,3021
0,72,1,1,1.57,1,92.8,98,54.7,13.56,5.8,49,2680.3
0,134,1,1,2.32,0,216.8,78,69.2,5.11,8.6,68,4705.6
0,13,1,0,0,4,193.2,89,50,9.72,9.7,39,1950
0,90,1,0,0,3,113.2,108,36,9.47,14.1,37,1332
0,111,1,1,3.02,3,166.2,54,79.2,11.94,11.2,44,3484.8
0,101,1,1,1.97,1,262.2,101,77.7,7.85,7.3,70,5439
0,72,1,0,0,0,207.8,92,52,9.79,13.1,34,1768
